PLOT_CODE,SITE,REFERENCE,SAMPLE_YEAR,TYPE,INLAND,SHEAR_BOOM,LOG_FENCE,OFFSHORE_STRUCTURE,CREATION_YR,AGE,SAMPLING_AGE,AREA_MAPPED,AREA_INTENDED,RIVER,ARM,M_UPRIVER,KM_UPRIVER,GRAZING,ELEVATION,PROX_CHAN,CARELYN_MH,ALL_RICH,NAT_RICH,NN_RICH,SHANN,SIMP,RC_Native,RC_NonNative,RC_Invasive,RC_Unknown
12-001-1-09,12-001,NO,2015,Protruding,N,YES,NO,YES,1982,39,33,671.31,625,Fraser,Main,24214,24.21,0,1.771344,13.25819099,NA,5,2,3,0.3405,0.191327,0.311111,0.222222,0.466667,0
02-005-A-1-03,02-005A,NO,2015,Protruding,N,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.790000021,13.79813327,NA,7,3,4,0.506261,0.254694,0.321101,0.642202,0.027523,0.009174
REF-2015-05-1-29,REF-2015-05,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,5638,5.64,1,0.981439531,7.358614813,NA,4,2,2,0.562335,0.375,0.324324,0,0.675676,0
09-013-1-15,09-013,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.585984,11.57994429,193,5,2,3,0.286836,0.152778,0.327273,0.6,0,0.072727
03-002-2-09,03-002,NO,2015,Embayment,N,NO,NO,NO,1988,33,27,4601.09,NA,Fraser,North,6086,6.09,3,-0.029999999,0,NA,2,1,1,0,0,0.333333,0.666667,0,0
02-005-C-1-2,02-005C,NO,2015,Protruding,N,NO,NO,YES,1992,29,23,555.61,1524,Fraser,North,16052,16.05,1,0.770012319,10.24469481,NA,10,6,4,1.27567,0.630202,0.333333,0.091954,0.574713,0
02-009-3-3,02-009,NO,2015,Inline,N,NO,NO,NO,2001,20,14,1040.39,1382,Fraser,North,8027,8.03,2,0.529947639,17.14154922,NA,12,8,4,1.21931,0.549948,0.333333,0.634409,0.021505,0.010753
REF-2015-10-2-20,REF-2015-10,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,12894,12.89,1,-0.060438029,0,NA,3,1,2,0,0,0.333333,0.333333,0,0.333333
REF-2015-02-2-11,REF-2015-02,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,0.219999999,6.719142067,NA,2,1,1,0,0,0.333333,0.666667,0,0
REF-2015-12-1-20,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,0.860035479,14.67966259,138,6,2,4,0.450561,0.277778,0.333333,0.138889,0.342593,0.185185
09-003-2-15,09-003,NO,2021,Basin,Y,NO,NO,NO,1990,31,31,59309,60349,Fraser,Main,10403,10.4,0,0.23,32.751,NA,5,2,3,0.304636,0.165289,0.333333,0.636364,0.030303,0
Ref5-1-18,REF5,YES,2021,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,29812,29.81,1,1.15,25.3131,NA,2,1,1,0,0,0.333333,0,0.666667,0
REF-2015-12-1-11,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.069926143,14.57883776,132,11,7,4,1.663303,0.779586,0.337662,0.292208,0.162338,0.207792
10-002-A-1-09,10-002A,NO,2015,Basin,Y,NO,NO,NO,1978,43,37,15320.29,10000,Fraser,Main,15062,15.06,0,1.100325584,33.72680924,NA,11,7,4,1.334252,0.614379,0.337748,0.099338,0.562914,0
REF-11-1-20,REF11,YES,2021,Inline,N,NO,NO,NO,NA,NA,NA,10225,NA,Fraser,Main,9752,9.75,1,0.969438,36.72622,103,10,7,3,1.589303,0.761749,0.338843,0.330579,0.330579,0
12-004-1-11,12-004,NO,2015,Basin,Y,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,Main,21308,21.31,1,0.789741039,70.89494362,NA,11,6,5,1.175186,0.580633,0.341232,0.57346,0.085308,0
09-008-A-2-4,09-008A,NO,2015,Protruding,N,NO,NO,YES,1991,30,24,249.94,810,Fraser,Main,10716,10.72,1,1.419433,0.738656956,NA,6,2,4,0.114665,0.047591,0.341667,0.008333,0.65,0
02-002-1-10,02-002,NO,2015,Embayment,N,NO,NO,YES,1989,32,26,596.27,15400,Fraser,North,12358,12.36,1,0.589999974,6.056591019,NA,20,12,8,1.798546,0.735352,0.342246,0.363636,0.235294,0.058824
13-012-A-1-17,13-012A,NO,2015,Protruding,N,NO,NO,NO,2000,21,15,1595.47,1781,Fraser,Main,28578,28.58,2,1.120000005,4.172461897,NA,11,4,7,0.632799,0.316535,0.342657,0.237762,0.167832,0.251748
Glenrose upstream-1-16,GLU,NO,2021,Protruding,N,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,NA,NA,NA,12,5,7,0.341473,0.149272,0.343158,0.635789,0,0.021053
Eburne_Slough-2-14,ES,NO,2021,Protruding,N,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,0.31,6.381939,NA,3,2,1,0.191444,0.090703,0.344262,0.655738,0,0
11-012-B-1-12,11-012B,NO,2015,Embayment,N,NO,NO,NO,2000,21,15,701.42,5411,Fraser,Main,18359,18.36,0,1.1,3.699340438,134,9,7,2,1.746293,0.806667,0.344828,0,0.655172,0
02-007-B-1-1,02-007B,NO,2015,Embayment,N,NO,NO,NO,1993,28,22,574.22,3984,Fraser,North,12671,12.67,2,0.779999971,5.807276393,55,11,6,5,1.238696,0.623618,0.344978,0.104803,0.069869,0.480349
10-002-A-1-15,10-002A,NO,2015,Basin,Y,NO,NO,NO,1978,43,37,15320.29,10000,Fraser,Main,15062,15.06,0,1.349676013,60.44927357,NA,8,6,2,1.354554,0.669191,0.350785,0,0.649215,0
09-003-1-15,09-003,NO,2021,Basin,Y,NO,NO,NO,1990,31,31,59309,60349,Fraser,Main,10403,10.4,0,0.92398,77.937,NA,8,5,3,1.093197,0.609877,0.351145,0.381679,0.267176,0
09-001-B -1-2,09-001B,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,1982.16,2500,Fraser,Main,10999,11,0,0.833272,1.915498816,51,11,7,4,1.64674,0.768491,0.351351,0.027027,0.594595,0.027027
12-007-2-3,12-007,NO,2015,Protruding,N,NO,NO,NO,2006,15,9,985.53,625,Fraser,Main,21028,21.03,1,0.910465181,4.378599678,NA,8,4,4,1.041979,0.598765,0.352941,0.058824,0.196078,0.392157
02-001-1-25,02-001,NO,2015,Protruding,N,NO,NO,YES,1988,33,27,15661.72,635,Fraser,North,10461,10.46,3,1.130012631,33.69301311,90,10,6,4,1.193865,0.622249,0.353448,0.517241,0.060345,0.068966
REF13-1-13,REF13,YES,2021,Inline,N,NO,NO,NO,NA,NA,NA,11209,NA,Fraser,Main,5066,5.07,0,1.137509,38.34531,146,5,2,3,0.362211,0.207612,0.354167,0.229167,0.416667,0
02-014-1-04,02-014,NO,2015,Inline,N,NO,NO,NO,2008,13,7,1619.58,950,Fraser,North,8102,8.1,0,1.120078206,13.77546483,NA,7,4,3,0.888464,0.535422,0.355705,0,0.644295,0
09-001-B -1-10,09-001B,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,1982.16,2500,Fraser,Main,10999,11,0,1.470549,6.303807076,159,7,3,4,0.942216,0.5568,0.357143,0.1,0.5,0.042857
11-009-1-16,11-009,NO,2021,Protruding,N,NO,NO,YES,1991,30,30,1674.37,NA,Fraser,Main,23825,23.83,2,0.93264,2.272799,89,10,5,5,1.143644,0.635276,0.360465,0.348837,0.290698,0
Ref7-1-18,REF7,YES,2021,Inline,N,NO,NO,YES,NA,NA,NA,10974,NA,Fraser,Main,20308,20.31,2,1.38,12.4063,94,7,5,2,1.048049,0.606608,0.360902,0.639098,0,0
REF-2015-12-1-08,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.139755011,14.75105807,132,7,3,4,0.509459,0.259369,0.362832,0.265487,0.265487,0.106195
02-009-2-7,02-009,NO,2015,Inline,N,NO,NO,NO,2001,20,14,1040.39,1382,Fraser,North,8027,8.03,2,0.370000005,11.09175957,55,5,3,2,1.039721,0.625,0.363636,0.545455,0.090909,0
02-009-2-8,02-009,NO,2015,Inline,N,NO,NO,NO,2001,20,14,1040.39,1382,Fraser,North,8027,8.03,2,0.279953063,5.575668656,45,6,4,2,1.386294,0.75,0.363636,0.545455,0.090909,0
13-012-A-1-12,13-012A,NO,2015,Protruding,N,NO,NO,NO,2000,21,15,1595.47,1781,Fraser,Main,28578,28.58,2,1.159999967,4.612088563,NA,15,8,7,1.372801,0.6672,0.367647,0.625,0.007353,0
13-012-A-1-19,13-012A,NO,2015,Protruding,N,NO,NO,NO,2000,21,15,1595.47,1781,Fraser,Main,28578,28.58,2,1.639999986,7.947329718,NA,10,5,5,0.948588,0.450413,0.369128,0.604027,0.026846,0
03-003-2-12,03-003,NO,2015,Protruding,N,NO,NO,YES,1990,31,25,1108.6,678,Fraser,North,6546,6.55,3,0.180000007,0.075687258,NA,12,6,6,1.41574,0.684028,0.369231,0.6,0.015385,0.015385
11-012-B-1-13,11-012B,NO,2015,Embayment,N,NO,NO,NO,2000,21,15,701.42,5411,Fraser,Main,18359,18.36,0,1.079909,10.44414876,56,12,8,4,1.421063,0.657778,0.369458,0.206897,0.413793,0.009852
02-005-E-1-11,02-005E,NO,2015,Protruding,N,NO,NO,YES,1992,29,23,333.98,1524,Fraser,North,16219,16.22,1,0.860083997,2.210468497,NA,10,5,5,0.455092,0.190993,0.371429,0.590476,0,0.038095
REF-2015-12-1-24,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.230075717,26.66677039,118,13,7,6,1.121606,0.516272,0.371429,0.5,0.107143,0.021429
13-012-A-1-1,13-012A,NO,2015,Protruding,N,NO,NO,NO,2000,21,15,1595.47,1781,Fraser,Main,28578,28.58,2,1.24000001,8.281098325,NA,23,11,12,1.492463,0.627315,0.373057,0.507772,0.11399,0.005181
12-007-1-11,12-007,NO,2015,Protruding,N,NO,NO,NO,2006,15,9,985.53,625,Fraser,Main,21028,21.03,1,1.049922347,10.44807546,90,12,5,7,0.927157,0.504018,0.373737,0.606061,0.020202,0
13-010-1-15,13-010,NO,2015,Inline,N,NO,NO,YES,1998,23,17,196.6,175,Fraser,Main,28167,28.17,2,1.549999952,9.411658259,NA,14,4,10,1.204467,0.656327,0.374332,0.609626,0.016043,0
Eburne_Slough-1-3,ES,NO,2021,Protruding,N,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,1.79,17.51045,NA,4,2,2,0.191444,0.090703,0.374332,0.623886,0.001783,0
12-004-1-25,12-004,NO,2015,Basin,Y,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,Main,21308,21.31,1,1.399999976,19.10299808,NA,6,4,2,0.757776,0.396731,0.374408,0.009479,0.616114,0
12-004-1-27,12-004,NO,2015,Basin,Y,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,Main,21308,21.31,1,1.651283503,41.10940801,NA,9,6,3,1.502262,0.73664,0.375,0.367647,0.25,0.007353
Frenchies-1-8-04B,FR,NO,2021,Basin,Y,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.361311,74.05,NA,5,3,2,0.867563,0.5,0.375,0,0.625,0
Ref5-1-05,REF5,YES,2021,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,29812,29.81,1,1.33,19.15859,NA,9,3,6,1.05492,0.64,0.37594,0.240602,0.37594,0.007519
13-012-A-1-5,13-012A,NO,2015,Protruding,N,NO,NO,NO,2000,21,15,1595.47,1781,Fraser,Main,28578,28.58,2,1.059999943,5.850360012,152,19,8,11,1.553705,0.729339,0.376068,0.504274,0.08547,0.034188
REF-2015-09-1-06,REF-2015-09,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,9868,9.87,0,1.543822765,30.78820138,148,7,4,3,0.867264,0.437531,0.378151,0.210084,0.411765,0
REF-2015-12-1-21,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.360035777,42.55960835,124,4,3,1,0.826224,0.472058,0.382353,0,0,0.617647
REF-2015-03-1-08,REF-2015-03,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.370000005,9.764129877,NA,12,5,7,1.42278,0.736733,0.382716,0.320988,0.283951,0.012346
REF-2015-12-1-22,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.090000033,37.31236928,77,10,7,3,1.625078,0.756516,0.382979,0.567376,0,0.049645
REF-2015-09-1-25,REF-2015-09,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,9868,9.87,0,0.138085872,3.898962566,178,8,5,3,1.195803,0.620983,0.383333,0.058333,0.558333,0
13-005-1-12,13-005,NO,2015,Embayment,N,NO,NO,YES,1997,24,18,1600.96,1530,Fraser,Main,24110,24.11,2,0.980652034,27.68882309,155,10,6,4,0.655149,0.294444,0.384615,0.076923,0.25641,0.282051
REF-2015-11-1-12,REF-2015-11,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,23035,23.04,2,1.049805284,34.52123249,NA,7,3,4,0.801819,0.46,0.384615,0.115385,0.076923,0.423077
REF-2015-12-1-15,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.180348873,21.40248762,121,11,5,6,1.362447,0.702222,0.384615,0.282051,0.179487,0.153846
09-001-B -1-19,09-001B,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,1982.16,2500,Fraser,Main,10999,11,0,1.386129,4.307924732,NA,8,4,4,0.897316,0.489408,0.385417,0.15625,0.4375,0.020833
09-020-1-17,09-020,NO,2021,Inline,N,NO,NO,YES,2011,10,10,1015.06,NA,Fraser,Main,2918,2.92,0,1.553195,9.095477,80,6,4,2,0.873845,0.509766,0.385542,0,0.614458,0
02-001-1-23,02-001,NO,2015,Protruding,N,NO,NO,YES,1988,33,27,15661.72,635,Fraser,North,10461,10.46,3,0.99000001,66.47706835,126,9,6,3,1.131235,0.535396,0.386792,0.528302,0.084906,0
09-001-B -1-20,09-001B,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,1982.16,2500,Fraser,Main,10999,11,0,1.047233,9.329358209,NA,7,3,4,1.029653,0.62,0.387597,0,0.48062,0.131783
12-007-2-6,12-007,NO,2015,Protruding,N,NO,NO,NO,2006,15,9,985.53,625,Fraser,Main,21028,21.03,1,0.999922395,6.411649222,88,6,4,2,1.091303,0.612245,0.388889,0.611111,0,0
REF-2015-02-2-04,REF-2015-02,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,North,11900,11.9,2,-0.07,0.10904278,NA,7,4,3,1.273028,0.691358,0.391304,0.521739,0,0.086957
Alex_Fraser_North-1-22,AFN,NO,2021,Basin,Y,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.590083,156.607,136,7,4,3,0.279704,0.108936,0.392593,0.6,0,0.007407
13-012-A-1-14,13-012A,NO,2015,Protruding,N,NO,NO,NO,2000,21,15,1595.47,1781,Fraser,Main,28578,28.58,2,1.059999943,7.769586013,NA,12,6,6,0.900368,0.39645,0.393939,0.606061,0,0
REF-2015-09-1-05,REF-2015-09,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,9868,9.87,0,0.780384243,28.73678791,242,3,2,1,0.104732,0.042533,0.396552,0.603448,0,0
Ref7-1-14,REF7,YES,2021,Inline,N,NO,NO,YES,NA,NA,NA,10974,NA,Fraser,Main,20308,20.31,2,1.259725,14.83251,119,6,5,1,0.958853,0.53906,0.398315,0.601685,0,0
14-001-1-4,14-001,NO,2021,Protruding,N,NO,NO,YES,1988,33,33,3451.89,NA,Fraser,Main,37471,37.47,1,1.26,3.414582,101,7,5,2,0.790243,0.455245,0.398907,0,0.601093,0
10-003-1-7,10-003,NO,2015,Embayment,N,NO,NO,NO,1989,32,26,227.04,180,Fraser,Main,17370,17.37,0,1.270084977,20.81889427,NA,3,1,2,0,0,0.4,0,0.6,0
13-002-2-117,13-002,NO,2021,Protruding,N,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,Main,26555,26.56,3,0.339712,9.231,NA,5,2,3,0.693147,0.5,0.4,0.6,0,0
13-003-1-23,13-003,NO,2021,Protruding,N,NO,NO,YES,1991,30,30,507.54,NA,Fraser,Main,32370,32.37,1,1.51,2.708977,89,8,5,3,0.994354,0.469388,0.4,0.285714,0.314286,0
REF-2015-12-1-03,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.219926238,31.04544617,128,12,8,4,1.587693,0.7352,0.403226,0.298387,0.298387,0
11-009-1-7,11-009,NO,2021,Protruding,N,NO,NO,YES,1991,30,30,1674.37,NA,Fraser,Main,23825,23.83,2,0.962813,5.273279,42,12,5,7,0.257458,0.092404,0.403846,0.014423,0.576923,0.004808
Ref5-1-14,REF5,YES,2021,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,29812,29.81,1,1.08,24.85658,NA,4,2,2,0.191444,0.090703,0.403846,0,0.576923,0.019231
11-009-1-2,11-009,NO,2021,Protruding,N,NO,NO,YES,1991,30,30,1674.37,NA,Fraser,Main,23825,23.83,2,1.25183,5.273489,56,11,5,6,1.00987,0.55354,0.403941,0.251232,0.344828,0
REF-2015-10-1-08,REF-2015-10,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,12894,12.89,1,1.246479392,4.992277119,124,9,6,3,1.279632,0.614958,0.404255,0.159574,0.042553,0.393617
02-001-1-10,02-001,NO,2015,Protruding,N,NO,NO,YES,1988,33,27,15661.72,635,Fraser,North,10461,10.46,3,1.070034266,25.38505475,NA,7,4,3,0.500618,0.24789,0.406114,0.445415,0.148472,0
13-012-A-1-8,13-012A,NO,2015,Protruding,N,NO,NO,NO,2000,21,15,1595.47,1781,Fraser,Main,28578,28.58,2,1.159999967,5.943620412,NA,15,6,9,0.331336,0.120226,0.40678,0.550847,0.025424,0.016949
13-010-1-14,13-010,NO,2015,Inline,N,NO,NO,YES,1998,23,17,196.6,175,Fraser,Main,28167,28.17,2,1.279999971,6.670810334,NA,13,5,8,1.37899,0.71258,0.407407,0.54321,0.049383,0
10-004-1-12,10-004,NO,2015,Protruding,N,NO,NO,YES,1995,26,20,1371.69,1525,Fraser,Main,14129,14.13,0,0.257550746,0.459861269,NA,6,3,3,0.309682,0.143905,0.408805,0.037736,0.553459,0
09-003-1-3,09-003,NO,2021,Basin,Y,NO,NO,NO,1990,31,31,59309,60349,Fraser,Main,10403,10.4,0,NA,NA,NA,7,4,3,0.11805,0.038703,0.410188,0,0.589812,0
11-012-A-1-20,11-012A,NO,2015,Embayment,N,NO,NO,NO,2000,21,15,3952.08,5411,Fraser,Main,18307,18.31,0,1.390022,16.55985153,150,11,4,7,0.80364,0.509379,0.410359,0.438247,0.135458,0.015936
13-010-1-09,13-010,NO,2015,Inline,N,NO,NO,YES,1998,23,17,196.6,175,Fraser,Main,28167,28.17,2,1.629999995,8.882277774,NA,9,3,6,0.9557,0.571429,0.411765,0.5,0.029412,0.058824
09-008-B-1-6,09-008B,NO,2015,Protruding,N,NO,NO,YES,1991,30,24,177.62,810,Fraser,Main,10654,10.65,1,0.786807,0.959233738,NA,10,6,4,1.224399,0.610612,0.411765,0.294118,0.247059,0.047059
13-005-1-1,13-005,NO,2015,Embayment,N,NO,NO,YES,1997,24,18,1600.96,1530,Fraser,Main,24110,24.11,2,1.249239206,20.12182906,131,8,5,3,1.397661,0.704793,0.413534,0.300752,0.097744,0.18797
02-003-B-1-10,02-003B,NO,2015,Inline,N,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,0.949999988,14.1339623,99,7,4,3,0.846965,0.460623,0.414634,0.292683,0.292683,0
09-001-B -1-9,09-001B,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,1982.16,2500,Fraser,Main,10999,11,0,1.321647,5.606298636,155,12,6,6,1.246038,0.592747,0.417266,0.194245,0.359712,0.028777
04-003-1-5,04-003,NO,2021,Protruding,N,NO,NO,NO,1993,28,28,574.8,NA,Fraser,North,4025,4.03,0,0.84,3.545908,171,10,6,4,0.670586,0.372878,0.417391,0.434783,0.147826,0
13-012-A-1-9,13-012A,NO,2015,Protruding,N,NO,NO,NO,2000,21,15,1595.47,1781,Fraser,Main,28578,28.58,2,1.120000005,5.315407238,27,16,8,8,1.680133,0.763788,0.418919,0.297297,0.27027,0.013514
09-013-1-2,09-013,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.914015,5.428856959,94,8,4,4,1.115292,0.640533,0.419355,0.282258,0.282258,0.016129
13-012-A-1-11,13-012A,NO,2015,Protruding,N,NO,NO,NO,2000,21,15,1595.47,1781,Fraser,Main,28578,28.58,2,0.99000001,3.348944226,NA,15,6,9,0.754162,0.337669,0.421769,0.231293,0.333333,0.013605
Ref5-1-17,REF5,YES,2021,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,29812,29.81,1,0.63,7.645927,NA,7,4,3,0.066423,0.019671,0.42437,0.561625,0,0.014006
09-001-B -1-4,09-001B,NO,2015,Protruding,N,NO,NO,NO,1997,24,18,1982.16,2500,Fraser,Main,10999,11,0,1.273281,5.703214561,134,7,4,3,0.509415,0.236505,0.425926,0.401235,0.154321,0.018519
12-004-1-24,12-004,NO,2015,Basin,Y,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,Main,21308,21.31,1,0.661858797,5.174959869,NA,7,5,2,0.651012,0.2872,0.42735,0.145299,0.42735,0
12-003-1-6,12-003,NO,2021,Protruding,N,NO,NO,NO,1987,34,34,525.89,509,Fraser,Main,23208,23.21,1,1.028763,15.34669,NA,6,5,1,1.166706,0.626925,0.429387,0,0.570613,0
02-014-1-13,02-014,NO,2015,Inline,N,NO,NO,NO,2008,13,7,1619.58,950,Fraser,North,8102,8.1,0,0.889992774,12.60555193,NA,7,4,3,0.560819,0.257959,0.432099,0,0.518519,0.049383
02-005-A-1-02,02-005A,NO,2015,Protruding,N,NO,NO,YES,1992,29,23,304.59,1524,Fraser,North,15831,15.83,1,0.469999999,11.27004392,300,11,6,5,1.116735,0.592641,0.436975,0.55042,0.004202,0.008403
13-012-B-1-07,13-012B,NO,2015,Basin,Y,NO,YES,NO,2000,21,15,1793.27,1781,Fraser,Main,28743,28.74,0,1.5,30.93960302,28,9,5,4,0.482963,0.199617,0.4375,0.0625,0.5,0
02-003-B-1-11,02-003B,NO,2015,Inline,N,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,1.190000057,40.53599875,NA,7,3,4,0.696941,0.380917,0.440678,0.084746,0.466102,0.008475
02-007-A-1-8,02-007A,NO,2015,Embayment,N,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.980000019,22.85655052,NA,9,6,3,1.229431,0.615751,0.440994,0.248447,0,0.310559
12-007-2-4,12-007,NO,2015,Protruding,N,NO,NO,NO,2006,15,9,985.53,625,Fraser,Main,21028,21.03,1,0.730154276,7.514782288,45,12,7,5,1.572394,0.763457,0.441176,0.5,0,0.058824
12-004-1-14,12-004,NO,2015,Basin,Y,YES,NO,YES,1992,29,23,7474.41,8560,Fraser,Main,21308,21.31,1,0.70991385,37.62203719,NA,9,5,4,0.662916,0.307045,0.441296,0.502024,0.048583,0.008097
02-007-A-1-7,02-007A,NO,2015,Embayment,N,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,1.269999981,27.7470376,NA,12,7,5,1.587523,0.712727,0.447154,0.203252,0.146341,0.203252
02-001-1-29,02-001,NO,2015,Protruding,N,NO,NO,YES,1988,33,27,15661.72,635,Fraser,North,10461,10.46,3,0.980033815,24.98535091,96,12,8,4,0.958893,0.421078,0.448,0.28,0.152,0.12
REF-2015-03-1-18,REF-2015-03,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,North,5328,5.33,1,1.440000057,16.42562743,NA,10,5,5,0.80257,0.388166,0.448276,0.17931,0.372414,0
02-007-A-1-4,02-007A,NO,2015,Embayment,N,NO,NO,NO,1993,28,22,1356.43,3984,Fraser,North,12403,12.4,2,0.860000014,17.62870133,NA,8,5,3,1.258437,0.674691,0.44856,0.37037,0.016461,0.164609
10-003-1-2,10-003,NO,2015,Embayment,N,NO,NO,NO,1989,32,26,227.04,180,Fraser,Main,17370,17.37,0,1.649976015,16.88304738,NA,5,2,3,0.636514,0.444444,0.45,0.05,0.5,0
02-007-C-2-4,02-007C,NO,2015,Embayment,N,NO,NO,NO,1993,28,22,1773.24,3984,Fraser,North,12799,12.8,3,0.349999994,4.278610236,177,5,4,1,1.332179,0.72,0.454545,0.545455,0,0
Ref5-1-02,REF5,YES,2021,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,29812,29.81,1,1.24,12.69902,NA,6,3,3,0.5871,0.346021,0.455357,0.008929,0.535714,0
02-007-C-1-10,02-007C,NO,2015,Embayment,N,NO,NO,NO,1993,28,22,1773.24,3984,Fraser,North,12799,12.8,3,1.090000033,23.30638978,166,11,7,4,0.688849,0.297176,0.456747,0.529412,0,0.013841
REF-2015-11-2-15,REF-2015-11,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,23035,23.04,2,0.179903984,1.695308514,NA,9,6,3,0.95223,0.423828,0.457143,0.542857,0,0
REF-2015-10-1-28,REF-2015-10,YES,2015,Inline,N,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,Main,12894,12.89,1,1.369560242,21.70691743,137,6,3,3,0.971849,0.595156,0.459459,0.27027,0.27027,0
02-001-3-6,02-001,NO,2015,Protruding,N,NO,NO,YES,1988,33,27,15661.72,635,Fraser,North,10461,10.46,3,0.690098405,9.405980293,56,8,4,4,1.046922,0.567108,0.46,0.26,0.28,0
10-003-1-4,10-003,NO,2015,Embayment,N,NO,NO,NO,1989,32,26,227.04,180,Fraser,Main,17370,17.37,0,1.339898229,14.25095195,59,11,6,5,1.426339,0.692245,0.460526,0.223684,0.315789,0
REF-2015-12-1-05,REF-2015-12,YES,2015,Inline,N,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,Main,18973,18.97,2,1.17965126,44.91106178,123,9,4,5,0.612079,0.285511,0.462963,0.259259,0.265432,0.012346
13-002-2-108,13-002,NO,2021,Protruding,N,NO,NO,YES,1991,30,30,21741.89,18569,Fraser,Main,26555,26.56,3,0.670145,10.089,NA,5,1,4,0,0,0.465116,0.069767,0.465116,0
02-003-B-2-1,02-003B,NO,2015,Inline,N,YES,NO,YES,1992,29,23,4094,7755,Fraser,North,14255,14.26,3,1.139999986,3.618290627,NA,9,4,5,1.133248,0.641975,0.465517,0.206897,0.310345,0.017241
13-010-1-12,13-010,NO,2015,Inline,N,NO,NO,YES,1998,23,17,196.6,175,Fraser,Main,28167,28.17,2,1.230000019,7.163865409,43,16,7,9,1.773993,0.809796,0.466667,0.5,0.033333,0
