PLOT_CODE,TYPHA_PRESENT,SITE,REFERENCE,SAMPLE_YEAR,TYPE,INLAND,SHEAR_BOOM,LOG_FENCE,OFFSHORE_STRUCTURE,CREATION_YR,AGE,SAMPLING_AGE,AREA_MAPPED,AREA_INTENDED,RIVER,ARM,M_UPRIVER,KM_UPRIVER,GRAZING,ELEVATION,PROX_CHAN,CARELYN_MH,ALL_RICH,NAT_RICH,NN_RICH,SHANN,SIMP,RC_Native,RC_NonNative,RC_Invasive,RC_Unknown
03-002-3-33,no,03-002,NO,2015,Embayment,No,NO,NO,NO,1988,33,27,4601.09,NA,Fraser,NORTH,6086,6.09,3,0.75999999,18.79882154,NA,10,5,5,0.486882,0.205761,76.0563,12.6761,7.0423,4.2254
03-002-3-10,no,03-002,NO,2015,Embayment,No,NO,NO,NO,1988,33,27,4601.09,NA,Fraser,NORTH,6086,6.09,3,0.800000012,5.816114318,NA,12,7,5,1.168974,0.537313,48.9051,39.4161,10.219,1.4599
03-002-1-27,no,03-002,NO,2015,Embayment,No,NO,NO,NO,1988,33,27,4601.09,NA,Fraser,NORTH,6086,6.09,3,0.829999983,6.173665508,NA,8,4,4,0.155526,0.054211,89.604,6.4356,0,3.9604
03-002-3-15,no,03-002,NO,2015,Embayment,No,NO,NO,NO,1988,33,27,4601.09,NA,Fraser,NORTH,6086,6.09,3,0.850000024,19.21888687,NA,12,6,6,0.736637,0.319807,70.9302,18.6047,4.6512,5.814
03-002-3-07,no,03-002,NO,2015,Embayment,No,NO,NO,NO,1988,33,27,4601.09,NA,Fraser,NORTH,6086,6.09,3,0.870000005,20.0528956,NA,7,3,4,1.05492,0.64,5.2632,89.4737,5.2632,0
03-002-3-20,no,03-002,NO,2015,Embayment,No,NO,NO,NO,1988,33,27,4601.09,NA,Fraser,NORTH,6086,6.09,3,0.899999976,7.926396431,NA,7,3,4,0.759547,0.429752,26.8293,4.878,0,68.2927
03-002-3-35,no,03-002,NO,2015,Embayment,No,NO,NO,NO,1988,33,27,4601.09,NA,Fraser,NORTH,6086,6.09,3,0.959999979,13.72249135,NA,5,2,3,0.693147,0.5,20,30,20,30
03-002-3-23,no,03-002,NO,2015,Embayment,No,NO,NO,NO,1988,33,27,4601.09,NA,Fraser,NORTH,6086,6.09,3,0.980000019,15.64226744,NA,9,5,4,1.304094,0.671202,30.8824,54.4118,8.8235,5.8824
03-002-3-03,no,03-002,NO,2015,Embayment,No,NO,NO,NO,1988,33,27,4601.09,NA,Fraser,NORTH,6086,6.09,3,1,6.147389012,NA,13,7,6,1.735639,0.797521,18.6441,50.8475,18.6441,11.8644
03-003-2-01,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,-0.170000002,0,NA,8,6,2,1.47899,0.736111,72,20,8,0
03-003-2-11,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,-0.079999998,0,NA,6,5,1,0.276307,0.101717,98.9583,1.0417,0,0
03-003-2-02,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,-0.07,0,102,4,4,0,0.446244,0.192628,100,0,0,0
03-003-2-10,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.07,0,NA,9,7,2,1.292161,0.655313,65.5738,34.4262,0,0
03-003-2-12,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.180000007,0.075687258,NA,12,6,6,1.41574,0.684028,36.9231,60,1.5385,1.5385
03-003-2-07,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.189999998,0.128736478,NA,5,4,1,0.355074,0.154869,52.1531,47.8469,0,0
03-003-2-09,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.189999998,0.263234498,NA,7,4,3,0.975588,0.528616,86.1111,5.5556,2.7778,5.5556
03-003-2-08,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.239999995,0.671126915,NA,7,5,2,0.642072,0.3338,98.0392,0.9804,0.9804,0
03-003-2-03,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.289999992,1.790675865,84,5,4,1,1.060958,0.601563,94.1176,5.8824,0,0
03-003-2-04,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.389999986,0.526693619,NA,8,5,3,1.470808,0.74,8.8496,90.2655,0.885,0
03-003-1-09,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.479999989,1.672515105,NA,1,0,1,0,1,0,0,100,0
03-003-1-13,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.5,0.52625345,NA,4,3,1,0.156349,0.059767,99.4924,0.5076,0,0
03-003-2-06,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.519999981,2.026161819,104,7,6,1,1.026905,0.464,14.6199,85.3801,0,0
03-003-1-14,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.610000014,1.548920336,NA,10,7,3,0.571564,0.232067,95.3704,2.7778,1.8519,0
03-003-1-07,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.639999986,1.100245226,NA,7,4,3,0.180086,0.065999,87.7119,10.5932,1.6949,0
03-003-1-11,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.660000026,1.851089597,NA,8,6,2,0.271089,0.097313,97.8142,1.0929,1.0929,0
03-003-1-12,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.660000026,2.492640725,NA,3,2,1,0.131692,0.056556,85.8333,14.1667,0,0
03-003-2-05,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.660000026,0.855329743,NA,7,6,1,1.222602,0.566116,17.4603,82.5397,0,0
03-003-1-15,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.689999998,3.808252944,NA,7,4,3,0.408179,0.189748,88.4921,9.9206,1.5873,0
03-003-1-01,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.699999988,1.54582998,NA,9,6,3,0.523416,0.220865,97.2222,1.6667,1.1111,0
03-003-1-02,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.790000021,2.4486733,NA,9,4,5,0.199879,0.073266,84.7134,8.9172,2.5478,3.8217
03-003-1-08,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.870000005,1.930879918,NA,4,3,1,0.062409,0.019655,99.0196,0.9804,0,0
03-003-1-16,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.899999976,5.253056411,NA,13,7,6,0.642172,0.269202,87.037,9.8765,2.4691,0.6173
03-003-1-05,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.920000017,1.938327643,NA,5,4,1,0.287129,0.130232,99.5074,0.4926,0,0
03-003-1-06,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.949999988,3.176682931,NA,9,5,4,0.164694,0.054867,94.2105,5.2632,0.5263,0
03-003-1-10,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,0.949999988,2.997731686,NA,9,4,5,0.181592,0.067942,88.2051,6.6667,1.0256,4.1026
03-003-1-04,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,1.139999986,3.560333717,NA,11,7,4,1.174001,0.604528,85.8407,9.7345,3.5398,0.885
03-003-1-03,no,03-003,NO,2015,Protruding,No,NO,NO,YES,1990,31,25,1108.6,678,Fraser,NORTH,6546,6.55,3,1.200000048,3.243504449,NA,8,6,2,0.578802,0.276842,92.233,1.9417,5.8252,0
03-004-1-11,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,0.83,34.41265558,101,2,2,0,0.114665,0.047591,100,0,0,0
03-004-1-8,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,0.94,59.96069226,NA,1,1,0,0,0,100,0,0,0
03-004-1-1,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,0.95,49.18512944,NA,3,0,3,0,1,0,0,100,0
03-004-1-13,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,0.96,56.57222163,NA,3,0,3,0,1,0,0,93.4426,6.5574
03-004-1-14,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,0.96,38.71727115,NA,1,0,1,0,1,0,0,100,0
03-004-1-10,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,0.99,31.0614037,115,2,1,1,0,0,15.5844,0,84.4156,0
03-004-1-18,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1,49.43665834,NA,1,0,1,0,1,0,0,100,0
03-004-1-9,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1,36.37453068,NA,2,0,2,0,1,0,0,98.3607,1.6393
03-004-1-17,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1.01,48.39392292,18,1,0,1,0,1,0,0,100,0
03-004-1-6,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1.01,57.81981645,NA,1,0,1,0,1,0,0,100,0
03-004-1-4,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1.04,72.49994011,NA,6,2,4,0.304636,0.165289,51.7647,1.1765,44.7059,2.3529
03-004-1-16,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1.05,48.60177399,NA,1,0,1,0,1,0,0,100,0
03-004-1-5,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1.05,48.15060095,NA,1,0,1,0,1,0,0,100,0
03-004-1-3,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1.08,37.24134496,NA,1,0,1,0,1,0,0,100,0
03-004-1-20,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1.09,44.2589335,NA,1,0,1,0,1,0,0,100,0
03-004-1-12,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1.11,60.20242346,109,1,0,1,0,1,0,0,100,0
03-004-1-15,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1.14,39.17427908,NA,3,2,1,0.336496,0.188366,27.5362,0,72.4638,0
03-004-1-2,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1.14,33.67408903,NA,1,0,1,0,1,0,0,100,0
03-004-1-7,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1.37,34.53393723,NA,4,1,3,0,0,52.381,14.2857,33.3333,0
03-004-1-19,yes,03-004A,NO,2015,Basin,Yes,NO,YES,NO,1994,27,21,6306.73,5365,Fraser,NORTH,4895,4.9,0,1.5,36.33534938,NA,5,2,3,0.194909,0.092802,75.2294,7.3394,17.4312,0
03-006-1-1,no,03-006,NO,2015,Protruding,No,NO,NO,YES,1997,24,18,281.81,880,Fraser,NORTH,6859,6.86,0,0.84,2.391018344,114,3,3,0,0.721046,0.504938,100,0,0,0
03-006-1-11,no,03-006,NO,2015,Protruding,No,NO,NO,YES,1997,24,18,281.81,880,Fraser,NORTH,6859,6.86,0,0.869948,2.507037443,113,3,2,1,0.198515,0.095,99.0099,0.9901,0,0
03-006-1-6,no,03-006,NO,2015,Protruding,No,NO,NO,YES,1997,24,18,281.81,880,Fraser,NORTH,6859,6.86,0,0.899931,2.27976791,133,5,4,1,0.719856,0.429053,89.5954,0,10.4046,0
03-006-1-5,no,03-006,NO,2015,Protruding,No,NO,NO,YES,1997,24,18,281.81,880,Fraser,NORTH,6859,6.86,0,0.949928,2.774054524,93,3,3,0,0.324425,0.146102,100,0,0,0
03-006-1-7,no,03-006,NO,2015,Protruding,No,NO,NO,YES,1997,24,18,281.81,880,Fraser,NORTH,6859,6.86,0,1.049881,1.985019613,125,4,4,0,0.444024,0.219108,100,0,0,0
03-006-1-2,no,03-006,NO,2015,Protruding,No,NO,NO,YES,1997,24,18,281.81,880,Fraser,NORTH,6859,6.86,0,1.059981,4.488900719,124,3,3,0,0.701011,0.485137,100,0,0,0
03-006-1-13,no,03-006,NO,2015,Protruding,No,NO,NO,YES,1997,24,18,281.81,880,Fraser,NORTH,6859,6.86,0,1.069881,2.617998459,112,5,3,2,0.663866,0.424519,91.0256,0,2.5641,6.4103
03-006-1-4,no,03-006,NO,2015,Protruding,No,NO,NO,YES,1997,24,18,281.81,880,Fraser,NORTH,6859,6.86,0,1.079975,4.136251313,100,5,4,1,0.803111,0.523688,98.0861,0,1.9139,0
03-006-1-8,no,03-006,NO,2015,Protruding,No,NO,NO,YES,1997,24,18,281.81,880,Fraser,NORTH,6859,6.86,0,1.119977,3.203057568,107,4,3,1,0.716063,0.499988,97.1014,2.8986,0,0
03-006-1-3,no,03-006,NO,2015,Protruding,No,NO,NO,YES,1997,24,18,281.81,880,Fraser,NORTH,6859,6.86,0,1.159955,5.260747055,102,5,4,1,0.721092,0.462376,99.187,0,0.813,0
03-006-1-10,no,03-006,NO,2015,Protruding,No,NO,NO,YES,1997,24,18,281.81,880,Fraser,NORTH,6859,6.86,0,1.219929,4.217212626,119,4,3,1,0.721046,0.504938,98.0488,0,1.9512,0
03-006-1-9,no,03-006,NO,2015,Protruding,No,NO,NO,YES,1997,24,18,281.81,880,Fraser,NORTH,6859,6.86,0,1.539848,5.545531421,85,7,5,2,1.136864,0.637717,94.7712,3.9216,1.3072,0
04-001-1-16,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,0.61,6.826820701,78,3,3,0,0.594024,0.321995,100,0,0,0
04-001-1-15,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,0.64,11.67092197,NA,1,1,0,0,0,100,0,0,0
04-001-1-14,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,0.75,32.07911153,NA,2,2,0,0.465999,0.290657,100,0,0,0
04-001-1-17,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,0.78,15.71857816,NA,1,1,0,0,0,100,0,0,0
04-001-1-10,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,0.79,16.60320871,NA,4,4,0,0.355074,0.154869,100,0,0,0
04-001-1-06,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,0.88,3.600642935,102,2,2,0,0.647447,0.455,100,0,0,0
04-001-1-05,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,0.93,13.25174936,65,4,4,0,0.538655,0.279209,100,0,0,0
04-001-1-09,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,0.93,5.141349179,87,2,2,0,0.098039,0.0392,100,0,0,0
04-001-1-08,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,0.94,2.974930095,NA,2,2,0,0.680629,0.487535,100,0,0,0
04-001-1-12,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,0.94,13.51871875,NA,1,1,0,0,0,100,0,0,0
04-001-1-11,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,1,25.06554094,NA,1,1,0,0,0,100,0,0,0
04-001-1-20,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,1,12.03221725,NA,2,2,0,0.031347,0.009901,100,0,0,0
04-001-1-02,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,1.02,8.869225186,NA,2,2,0,0.134742,0.0582,100,0,0,0
04-001-1-07,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,1.07,2.906020124,NA,1,1,0,0,0,100,0,0,0
04-001-1-04,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,1.08,4.300985,98,2,2,0,0.098039,0.0392,100,0,0,0
04-001-1-13,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,1.09,26.54026728,NA,2,2,0,0.693147,0.5,100,0,0,0
04-001-1-19,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,1.11,7.143327833,109,2,2,0,0.325083,0.18,100,0,0,0
04-001-1-18,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,1.25,11.96188853,NA,2,2,0,0.031347,0.009901,100,0,0,0
04-001-1-01,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,1.26,16.23542417,NA,1,1,0,0,0,100,0,0,0
04-001-1-03,no,04-001,NO,2015,Protruding,No,NO,NO,NO,1990,31,25,3060.15,3461,Fraser,NORTH,2676,2.68,0,1.3,5.875132186,NA,1,1,0,0,0,100,0,0,0
04-003-1-5,no,04-003,NO,2021,Protruding,No,NO,NO,NO,1993,28,28,574.8,NA,Fraser,NORTH,4025,4.03,0,0.84,3.545908,171,10,6,4,0.670586,0.372878,41.7391,43.4783,14.7826,0
04-003-1-9,no,04-003,NO,2021,Protruding,No,NO,NO,NO,1993,28,28,574.8,NA,Fraser,NORTH,4025,4.03,0,0.85,2.271686,108,6,4,2,0.030367,0.007947,99.7351,0.1325,0.1325,0
04-003-1-3,no,04-003,NO,2021,Protruding,No,NO,NO,NO,1993,28,28,574.8,NA,Fraser,NORTH,4025,4.03,0,0.93,4.641698,NA,7,5,2,0.849963,0.495339,85.1351,13.5135,1.3514,0
04-003-1-10,no,04-003,NO,2021,Protruding,No,NO,NO,NO,1993,28,28,574.8,NA,Fraser,NORTH,4025,4.03,0,0.97,4.335819,143,3,2,1,0.00866,0.002217,99.8891,0.1109,0,0
04-003-1-11,no,04-003,NO,2021,Protruding,No,NO,NO,NO,1993,28,28,574.8,NA,Fraser,NORTH,4025,4.03,0,0.98,2.464821,102,4,3,1,0.019167,0.004978,99.8755,0.1245,0,0
04-003-1-4,no,04-003,NO,2021,Protruding,No,NO,NO,NO,1993,28,28,574.8,NA,Fraser,NORTH,4025,4.03,0,0.99,9.891599,NA,4,3,1,0.405497,0.21495,98.913,1.087,0,0
04-003-1-8,no,04-003,NO,2021,Protruding,No,NO,NO,NO,1993,28,28,574.8,NA,Fraser,NORTH,4025,4.03,0,0.99,3.055714,145,3,2,1,0.056002,0.0198,99.9001,0.0999,0,0
04-003-1-6,no,04-003,NO,2021,Protruding,No,NO,NO,NO,1993,28,28,574.8,NA,Fraser,NORTH,4025,4.03,0,1.02,2.990502,147,4,1,3,0,0,93.0851,0,6.9149,0
04-003-1-1,no,04-003,NO,2021,Protruding,No,NO,NO,NO,1993,28,28,574.8,NA,Fraser,NORTH,4025,4.03,0,1.04,8.337837,NA,4,2,2,0.304636,0.165289,18.0328,0,81.9672,0
04-003-1-7,no,04-003,NO,2021,Protruding,No,NO,NO,NO,1993,28,28,574.8,NA,Fraser,NORTH,4025,4.03,0,1.19,4.686203,148,11,7,4,1.322476,0.679235,48.1308,0,51.4019,0.4673
04-003-1-12,no,04-003,NO,2021,Protruding,No,NO,NO,NO,1993,28,28,574.8,NA,Fraser,NORTH,4025,4.03,0,1.24,2.624074,132,2,1,1,0,0,99.8981,0.1019,0,0
04-005-1-02,no,04-005,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,473.11,3600,Fraser,NORTH,3673,3.67,0,1.01,6.505976268,107,3,3,0,0.47407,0.269581,100,0,0,0
04-005-1-10,no,04-005,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,473.11,3600,Fraser,NORTH,3673,3.67,0,1.03,8.78363428,NA,4,1,3,0,0,94.7368,1.0526,4.2105,0
04-005-1-01,no,04-005,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,473.11,3600,Fraser,NORTH,3673,3.67,0,1.04,8.337201021,NA,2,1,1,0,0,93.617,0,6.383,0
04-005-1-06,no,04-005,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,473.11,3600,Fraser,NORTH,3673,3.67,0,1.05,13.31029478,NA,4,2,2,0.056465,0.019998,99,0.5,0.5,0
04-005-1-09,no,04-005,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,473.11,3600,Fraser,NORTH,3673,3.67,0,1.06,16.58641864,NA,5,2,3,0.034231,0.010989,93.7824,1.0363,5.1813,0
04-005-1-04,no,04-005,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,473.11,3600,Fraser,NORTH,3673,3.67,0,1.07,12.22233912,NA,1,1,0,0,0,100,0,0,0
04-005-1-07,no,04-005,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,473.11,3600,Fraser,NORTH,3673,3.67,0,1.08,6.62913462,NA,3,2,1,0.032156,0.010204,97.0149,0,2.9851,0
04-005-1-05,no,04-005,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,473.11,3600,Fraser,NORTH,3673,3.67,0,1.1,11.56061338,NA,3,2,1,0.098039,0.0392,99.5025,0.4975,0,0
04-005-1-03,no,04-005,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,473.11,3600,Fraser,NORTH,3673,3.67,0,1.11,13.12731837,74,2,1,1,0,0,89.4737,0,10.5263,0
04-005-1-08,no,04-005,NO,2015,Protruding,No,NO,NO,NO,2006,15,9,473.11,3600,Fraser,NORTH,3673,3.67,0,1.17,8.029526478,NA,3,1,2,0,0,89.4737,0,10.5263,0
05-001-1-7,no,05-001,NO,2015,Protruding,No,NO,NO,NO,1991,30,24,109.62,70,Fraser,NORTH,6340,6.34,2,0.96984,3.744184892,95,8,5,3,1.021158,0.58314,98.2143,0.8929,0.8929,0
05-001-1-10,no,05-001,NO,2015,Protruding,No,NO,NO,NO,1991,30,24,109.62,70,Fraser,NORTH,6340,6.34,2,1.021019,1.758624977,NA,4,3,1,0.429994,0.221065,99.4872,0,0,0.5128
05-001-1-9,no,05-001,NO,2015,Protruding,No,NO,NO,NO,1991,30,24,109.62,70,Fraser,NORTH,6340,6.34,2,1.110587,2.780039966,114,6,5,1,0.913987,0.508196,99.5885,0.4115,0,0
05-001-1-6,no,05-001,NO,2015,Protruding,No,NO,NO,NO,1991,30,24,109.62,70,Fraser,NORTH,6340,6.34,2,1.219841,7.11827592,96,5,2,3,0.175975,0.081485,94.8537,3.1282,2.0182,0
05-001-1-8,no,05-001,NO,2015,Protruding,No,NO,NO,NO,1991,30,24,109.62,70,Fraser,NORTH,6340,6.34,2,1.220213,6.171816969,97,7,5,2,0.513315,0.212674,90.566,7.5472,1.8868,0
05-001-1-4,no,05-001,NO,2015,Protruding,No,NO,NO,NO,1991,30,24,109.62,70,Fraser,NORTH,6340,6.34,2,1.28,9.086215022,97,11,6,5,0.724934,0.325628,95.671,0.8658,1.7316,1.7316
05-001-1-3,no,05-001,NO,2015,Protruding,No,NO,NO,NO,1991,30,24,109.62,70,Fraser,NORTH,6340,6.34,2,1.280106,9.169757258,109,8,5,3,1.197803,0.616412,93.8053,1.7699,3.5398,0.885
05-001-1-1,no,05-001,NO,2015,Protruding,No,NO,NO,NO,1991,30,24,109.62,70,Fraser,NORTH,6340,6.34,2,1.389893,5.031768338,102,11,7,4,0.657093,0.273051,95.9276,2.2624,0,1.81
05-001-1-5,no,05-001,NO,2015,Protruding,No,NO,NO,NO,1991,30,24,109.62,70,Fraser,NORTH,6340,6.34,2,1.440686,9.593741121,112,10,5,5,0.587127,0.266863,75.8065,4.8387,3.2258,16.129
05-001-1-2,no,05-001,NO,2015,Protruding,No,NO,NO,NO,1991,30,24,109.62,70,Fraser,NORTH,6340,6.34,2,1.580371,11.01645764,96,10,5,5,1.034951,0.596117,91.4798,7.6233,0.8969,0
05-002-1-16,yes,05-002,NO,2021,Basin,Yes,NO,YES,NO,1991,30,30,4356.1,4500,Fraser,NORTH,3224,3.22,0,0.772969,54.51,NA,2,1,1,0,0,1.6393,0,98.3607,0
05-002-1-3,yes,05-002,NO,2021,Basin,Yes,NO,YES,NO,1991,30,30,4356.1,4500,Fraser,NORTH,3224,3.22,0,0.970523,102.799,NA,1,0,1,0,1,0,0,100,0
05-002-1-10,yes,05-002,NO,2021,Basin,Yes,NO,YES,NO,1991,30,30,4356.1,4500,Fraser,NORTH,3224,3.22,0,0.990174,109.805,NA,1,0,1,0,1,0,0,100,0
05-002-1-13,yes,05-002,NO,2021,Basin,Yes,NO,YES,NO,1991,30,30,4356.1,4500,Fraser,NORTH,3224,3.22,0,1.009477,61.546,NA,2,1,1,0,0,75,0,25,0
05-002-1-8,yes,05-002,NO,2021,Basin,Yes,NO,YES,NO,1991,30,30,4356.1,4500,Fraser,NORTH,3224,3.22,0,1.029826,63.079,NA,2,0,2,0,1,0,0,100,0
